account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,current_plan_tier,current_seats,mrr_amount,arr_amount,billing_frequency,auto_renew_flag,latest_sub_churn_flag,start_date,total_usage_count,avg_usage_count,total_usage_duration_secs,avg_usage_duration_secs,total_error_count,n_usage_events,n_features_used,beta_usage_events,n_tickets,avg_resolution_hours,avg_first_response_min,avg_satisfaction,n_escalations,status,usage_segment,mrr_segment,account_size
A-aa9511,Company_203,DevTools,US,2023-10-10,other,Pro,23,True,False,Enterprise,30,5970,71640,monthly,False,False,2024-12-12,625,9.615384615384615,189526,2915.7846153846153,35,65,33,5,2.0,56.5,98.5,4.0,0.0,Retained,High,High MRR,Medium
A-af0cd2,Company_204,Cybersecurity,IN,2023-01-03,other,Enterprise,19,True,False,Basic,57,1083,12996,annual,True,False,2024-10-05,687,9.814285714285715,225366,3219.5142857142855,33,70,31,8,3.0,54.333333333333336,149.33333333333334,,0.0,Retained,High,Medium MRR,Medium
A-bd4513,Company_205,DevTools,AU,2024-11-06,event,Enterprise,50,True,False,Basic,50,950,11400,annual,True,False,2024-12-30,507,9.941176470588236,157547,3089.156862745098,34,51,28,4,3.0,42.0,58.666666666666664,4.666666666666667,0.0,Retained,Medium,Medium MRR,Large
A-c222ab,Company_206,Cybersecurity,US,2024-05-10,other,Pro,32,False,True,Pro,32,1568,18816,monthly,True,False,2024-12-27,435,9.666666666666666,133441,2965.3555555555554,33,45,27,6,4.0,39.0,94.5,5.0,0.0,Churned,Medium,Medium MRR,Large
A-34d880,Company_207,Cybersecurity,AU,2024-04-11,ads,Enterprise,4,False,False,Enterprise,5,995,11940,monthly,True,False,2024-10-21,474,10.085106382978724,144424,3072.851063829787,40,47,29,3,5.0,52.2,90.8,3.0,0.0,Retained,Medium,Medium MRR,Small
A-508199,Company_208,FinTech,AU,2024-01-28,event,Basic,19,False,False,Enterprise,19,0,0,monthly,True,False,2024-12-11,231,9.625,80389,3349.5416666666665,15,24,16,2,3.0,50.666666666666664,67.33333333333333,3.0,0.0,Retained,Low,Low MRR,Medium
A-f03140,Company_209,DevTools,IN,2023-11-22,event,Pro,27,True,False,Pro,27,0,0,annual,True,False,2024-11-06,595,10.43859649122807,196965,3455.5263157894738,22,57,32,4,7.0,36.0,113.14285714285714,3.6666666666666665,0.0,Retained,High,Low MRR,Large
A-410e86,Company_210,FinTech,US,2024-11-10,organic,Basic,24,False,False,Enterprise,24,4776,57312,monthly,False,False,2024-12-25,292,9.733333333333333,107443,3581.4333333333334,21,30,22,3,5.0,42.6,110.0,3.5,0.0,Retained,Low,High MRR,Medium
A-fa2041,Company_211,HealthTech,US,2024-05-29,organic,Pro,15,True,False,Pro,39,0,0,annual,True,False,2024-12-05,552,9.049180327868852,157263,2578.0819672131147,34,61,34,6,1.0,16.0,99.0,3.0,0.0,Retained,Medium,Low MRR,Medium
A-de58ca,Company_212,HealthTech,DE,2023-04-13,organic,Enterprise,15,False,False,Enterprise,36,7164,85968,annual,True,False,2024-09-01,505,10.306122448979592,141942,2896.7755102040815,33,49,28,7,5.0,30.6,115.0,3.3333333333333335,0.0,Retained,Medium,High MRR,Medium
A-05d3b3,Company_213,DevTools,AU,2023-05-28,ads,Basic,9,True,False,Enterprise,19,3781,45372,annual,True,False,2024-10-01,642,10.03125,193363,3021.296875,22,64,32,4,6.0,31.5,48.333333333333336,4.333333333333333,0.0,Retained,High,High MRR,Small
A-249769,Company_214,Cybersecurity,US,2024-04-25,event,Enterprise,4,False,True,Basic,7,133,1596,annual,True,False,2024-11-21,678,9.970588235294118,193777,2849.6617647058824,30,68,31,3,2.0,39.5,96.5,4.0,0.0,Churned,High,Low MRR,Small
A-e43bf7,Company_215,Cybersecurity,AU,2023-03-24,other,Pro,44,False,False,Enterprise,44,8756,105072,annual,True,False,2024-12-29,371,9.275,103455,2586.375,35,40,26,2,5.0,27.4,80.0,4.0,1.0,Retained,Low,High MRR,Large
A-eb2fdc,Company_216,DevTools,AU,2023-11-21,organic,Enterprise,31,False,True,Basic,31,589,7068,annual,True,False,2024-12-19,547,10.12962962962963,174663,3234.5,17,54,29,3,5.0,33.6,37.6,4.5,0.0,Churned,Medium,Medium MRR,Large
A-e1462e,Company_217,FinTech,UK,2023-03-12,partner,Basic,15,False,False,Basic,15,285,3420,annual,False,False,2024-11-20,347,9.914285714285715,98097,2802.7714285714287,22,35,26,4,2.0,39.5,118.5,3.5,0.0,Retained,Low,Low MRR,Medium
A-cab532,Company_218,DevTools,FR,2023-04-03,organic,Pro,11,True,False,Pro,35,1715,20580,annual,True,False,2024-12-16,1005,9.950495049504951,273639,2709.29702970297,47,101,38,7,1.0,32.0,175.0,4.0,0.0,Retained,High,Medium MRR,Medium
A-9123ac,Company_219,Cybersecurity,DE,2023-06-20,organic,Pro,9,False,False,Enterprise,18,3582,42984,annual,True,False,2024-10-21,386,10.432432432432432,120014,3243.6216216216217,24,37,28,4,6.0,38.833333333333336,91.66666666666667,4.2,0.0,Retained,Low,High MRR,Small
A-6e08f3,Company_220,Cybersecurity,US,2023-02-27,event,Basic,8,False,False,Basic,13,247,2964,annual,True,False,2024-12-27,492,9.84,149078,2981.56,21,50,28,7,2.0,36.5,137.0,3.5,0.0,Retained,Medium,Low MRR,Small
A-d922bf,Company_221,HealthTech,US,2023-09-08,ads,Basic,5,True,True,Enterprise,9,1791,21492,annual,True,False,2024-12-10,419,10.21951219512195,134119,3271.1951219512193,19,41,24,3,7.0,39.142857142857146,101.14285714285714,3.3333333333333335,1.0,Churned,Medium,Medium MRR,Small
A-8ed5dd,Company_222,EdTech,UK,2023-06-29,event,Enterprise,5,False,True,Basic,15,285,3420,monthly,True,False,2024-11-27,545,9.909090909090908,173217,3149.4,45,55,29,2,6.0,29.0,96.83333333333333,3.75,0.0,Churned,Medium,Low MRR,Small
A-7c6b6b,Company_223,FinTech,US,2024-11-30,other,Basic,6,False,False,Pro,23,1127,13524,monthly,True,False,2024-12-28,311,8.885714285714286,82471,2356.3142857142857,24,35,22,5,5.0,52.2,82.4,4.333333333333333,0.0,Retained,Low,Medium MRR,Small
A-3c1a3f,Company_224,DevTools,UK,2023-08-26,event,Pro,1,False,False,Basic,7,133,1596,annual,False,False,2024-10-26,497,9.745098039215685,172341,3379.235294117647,22,51,31,5,4.0,33.25,56.5,3.5,0.0,Retained,Medium,Low MRR,Small
A-b48f73,Company_225,EdTech,AU,2024-11-13,event,Pro,80,True,False,Pro,80,3920,47040,annual,False,False,2024-12-27,412,9.363636363636363,118416,2691.2727272727275,23,44,24,3,3.0,28.666666666666668,35.333333333333336,4.0,0.0,Retained,Low,High MRR,Large
A-76fa4d,Company_226,HealthTech,US,2024-11-24,event,Pro,69,False,False,Pro,69,3381,40572,monthly,True,False,2024-12-24,357,9.916666666666666,126251,3506.972222222222,21,36,21,4,5.0,33.4,111.8,4.5,0.0,Retained,Low,High MRR,Large
A-b2af2e,Company_227,Cybersecurity,UK,2024-08-24,event,Enterprise,5,False,False,Basic,54,1026,12312,annual,False,False,2024-12-31,174,9.666666666666666,60214,3345.222222222222,11,18,14,4,2.0,39.5,95.0,4.0,0.0,Retained,Low,Medium MRR,Small
A-9bfc9f,Company_228,DevTools,CA,2023-09-14,ads,Pro,53,False,False,Pro,60,2940,35280,monthly,True,False,2024-07-30,376,10.162162162162161,109862,2969.2432432432433,18,37,23,4,6.0,35.333333333333336,84.33333333333333,3.3333333333333335,1.0,Retained,Low,High MRR,Large
A-4ae22a,Company_229,EdTech,US,2024-05-09,other,Pro,6,False,True,Basic,28,532,6384,annual,True,False,2024-12-23,369,10.542857142857143,142387,4068.2,31,35,24,6,3.0,14.333333333333334,72.66666666666667,3.0,0.0,Churned,Low,Medium MRR,Small
A-fda07f,Company_230,Cybersecurity,FR,2024-08-11,partner,Basic,7,False,False,Basic,14,266,3192,monthly,True,False,2024-12-30,681,10.476923076923077,231376,3559.630769230769,39,65,31,4,5.0,17.8,57.0,4.0,0.0,Retained,High,Low MRR,Small
A-de24d5,Company_231,DevTools,US,2024-11-05,other,Enterprise,5,True,False,Pro,5,245,2940,monthly,False,False,2024-12-28,537,10.132075471698114,140266,2646.5283018867926,28,53,29,6,7.0,43.142857142857146,103.42857142857143,3.0,0.0,Retained,Medium,Low MRR,Small
A-977ca0,Company_232,HealthTech,IN,2023-02-20,partner,Basic,6,False,True,Pro,14,686,8232,annual,True,True,2024-11-24,893,10.505882352941176,242860,2857.176470588235,46,85,38,13,3.0,64.0,123.0,4.0,0.0,Churned,High,Medium MRR,Small
A-ab438f,Company_233,Cybersecurity,US,2024-09-13,ads,Enterprise,13,False,True,Pro,77,0,0,monthly,True,False,2024-12-27,369,10.25,111452,3095.8888888888887,12,36,25,3,2.0,33.5,112.5,3.5,0.0,Churned,Low,Low MRR,Medium
A-e89151,Company_234,FinTech,UK,2023-09-14,organic,Pro,8,True,True,Enterprise,44,8756,105072,annual,True,False,2024-12-17,601,10.362068965517242,188786,3254.9310344827586,29,58,30,13,2.0,41.5,48.5,5.0,0.0,Churned,High,High MRR,Small
A-40906c,Company_235,EdTech,US,2024-03-27,ads,Basic,92,False,False,Pro,92,4508,54096,annual,True,False,2024-12-01,685,10.873015873015873,210243,3337.190476190476,32,63,32,7,5.0,29.2,95.0,3.75,0.0,Retained,High,High MRR,Large
A-81edc3,Company_236,Cybersecurity,IN,2023-10-30,ads,Basic,5,False,False,Enterprise,5,995,11940,annual,True,False,2024-12-16,765,10.337837837837839,245080,3311.891891891892,41,74,33,11,3.0,52.666666666666664,70.0,4.0,0.0,Retained,High,Medium MRR,Small
A-328bd0,Company_237,HealthTech,AU,2023-05-16,partner,Enterprise,18,False,False,Pro,18,882,10584,annual,True,False,2024-12-18,568,9.311475409836065,162210,2659.1803278688526,49,61,30,5,5.0,46.0,68.2,3.6666666666666665,0.0,Retained,Medium,Medium MRR,Medium
A-b3fe05,Company_238,Cybersecurity,CA,2024-05-28,partner,Pro,8,False,False,Basic,19,0,0,annual,False,False,2024-12-20,438,10.186046511627907,141962,3301.4418604651164,18,43,29,8,4.0,48.25,94.25,3.0,0.0,Retained,Medium,Low MRR,Small
A-09540c,Company_239,Cybersecurity,CA,2023-10-30,event,Basic,67,True,False,Pro,67,3283,39396,monthly,True,False,2024-12-22,297,10.607142857142858,94696,3382.0,16,28,20,3,2.0,28.0,89.0,4.5,0.0,Retained,Low,High MRR,Large
A-e693b6,Company_240,FinTech,AU,2023-05-25,event,Enterprise,55,False,True,Enterprise,55,10945,131340,annual,True,False,2024-11-19,681,11.163934426229508,206167,3379.7868852459014,25,61,31,4,1.0,1.0,144.0,3.0,0.0,Churned,High,High MRR,Large
A-2446e3,Company_241,EdTech,IN,2024-01-10,organic,Pro,27,False,False,Enterprise,27,5373,64476,monthly,True,False,2024-12-09,496,10.333333333333334,151037,3146.6041666666665,32,48,28,5,3.0,28.666666666666668,104.66666666666667,4.0,0.0,Retained,Medium,High MRR,Large
A-241e75,Company_242,EdTech,US,2024-07-03,partner,Enterprise,3,False,False,Basic,5,95,1140,monthly,True,False,2024-10-19,266,9.5,100257,3580.6071428571427,20,28,17,2,4.0,31.5,101.0,4.5,0.0,Retained,Low,Low MRR,Small
A-922109,Company_243,Cybersecurity,US,2024-01-26,ads,Pro,3,False,False,Basic,5,0,0,monthly,True,False,2024-12-01,819,10.367088607594937,274464,3474.227848101266,34,79,35,4,3.0,25.333333333333332,127.0,3.0,0.0,Retained,High,Low MRR,Small
A-ff3c73,Company_244,HealthTech,AU,2023-01-26,other,Pro,21,False,False,Basic,21,399,4788,annual,True,False,2024-10-20,408,10.2,143989,3599.725,23,40,29,5,2.0,35.5,97.5,3.5,0.0,Retained,Low,Low MRR,Medium
A-8b0451,Company_245,FinTech,UK,2024-09-16,event,Enterprise,41,False,False,Enterprise,41,8159,97908,annual,True,False,2024-12-22,606,10.1,177930,2965.5,45,60,32,6,7.0,26.571428571428573,83.71428571428571,3.5,0.0,Retained,High,High MRR,Large
A-331424,Company_246,DevTools,US,2023-11-06,organic,Basic,11,False,False,Pro,11,0,0,monthly,False,False,2024-11-04,214,10.7,76170,3808.5,9,20,17,3,2.0,24.5,98.5,,0.0,Retained,Low,Low MRR,Medium
A-51ec1b,Company_247,DevTools,US,2023-11-08,ads,Enterprise,7,False,False,Enterprise,17,3383,40596,annual,True,False,2024-11-12,283,10.107142857142858,111162,3970.0714285714284,12,28,19,3,3.0,52.333333333333336,150.0,5.0,1.0,Retained,Low,High MRR,Small
A-bcf664,Company_248,DevTools,US,2023-05-19,other,Pro,5,False,False,Pro,47,2303,27636,annual,True,False,2024-12-12,575,10.267857142857142,181920,3248.5714285714284,28,56,31,5,5.0,36.0,110.6,4.0,1.0,Retained,Medium,High MRR,Small
A-90a8c8,Company_249,FinTech,AU,2024-08-24,organic,Pro,15,False,False,Enterprise,15,2985,35820,monthly,False,False,2024-12-03,404,9.853658536585366,127486,3109.4146341463415,20,41,23,4,4.0,45.0,29.5,3.25,0.0,Retained,Low,High MRR,Medium
A-86cdb4,Company_250,DevTools,DE,2024-09-22,partner,Basic,2,False,False,Basic,17,323,3876,monthly,True,False,2024-12-31,492,10.040816326530612,167226,3412.7755102040815,24,49,27,6,5.0,26.4,105.8,4.333333333333333,0.0,Retained,Medium,Low MRR,Small
A-4bfa33,Company_251,Cybersecurity,US,2024-12-07,event,Basic,8,True,False,Enterprise,8,0,0,annual,True,False,2024-12-25,329,9.13888888888889,78244,2173.4444444444443,17,36,23,6,4.0,16.5,84.75,3.6666666666666665,0.0,Retained,Low,Low MRR,Small
A-dbc825,Company_252,EdTech,FR,2024-01-07,partner,Enterprise,19,False,False,Basic,19,361,4332,annual,True,False,2024-11-25,730,10.13888888888889,212801,2955.5694444444443,58,72,34,8,6.0,49.5,108.16666666666667,4.0,1.0,Retained,High,Low MRR,Medium
A-c70870,Company_253,Cybersecurity,US,2024-10-22,partner,Basic,31,False,False,Enterprise,170,33830,405960,monthly,True,False,2024-12-29,334,9.823529411764707,106338,3127.5882352941176,18,34,23,4,5.0,35.6,105.8,4.0,0.0,Retained,Low,High MRR,Large
A-7c4956,Company_254,DevTools,US,2023-05-06,ads,Enterprise,5,False,True,Basic,27,513,6156,annual,True,False,2024-12-20,475,10.555555555555555,129707,2882.3777777777777,40,45,27,6,3.0,13.666666666666666,66.66666666666667,4.0,0.0,Churned,Medium,Medium MRR,Small
A-0651a4,Company_255,HealthTech,FR,2024-10-16,organic,Pro,16,False,False,Enterprise,65,12935,155220,annual,True,False,2024-12-25,705,10.217391304347826,201426,2919.217391304348,37,69,34,8,4.0,29.25,48.5,4.0,0.0,Retained,High,High MRR,Medium
A-3ce5b8,Company_256,FinTech,IN,2023-09-07,ads,Basic,8,False,True,Enterprise,8,0,0,annual,True,False,2024-10-03,509,10.18,147802,2956.04,29,50,29,5,10.0,42.5,101.8,3.7142857142857144,0.0,Churned,Medium,Low MRR,Small
A-bd4708,Company_257,FinTech,US,2024-07-21,ads,Pro,37,True,False,Enterprise,37,7363,88356,monthly,True,False,2024-12-18,653,10.203125,201897,3154.640625,30,64,33,7,4.0,24.0,90.75,3.5,0.0,Retained,High,High MRR,Large
A-993085,Company_258,HealthTech,US,2023-06-01,ads,Basic,31,True,False,Enterprise,42,8358,100296,monthly,False,True,2024-10-22,665,9.5,216015,3085.9285714285716,50,70,33,7,4.0,46.5,82.0,3.5,0.0,Retained,High,High MRR,Large
A-92a3af,Company_259,Cybersecurity,IN,2024-07-07,organic,Enterprise,25,False,False,Pro,25,1225,14700,monthly,True,False,2024-11-24,714,10.656716417910447,218189,3256.5522388059703,55,67,35,8,4.0,57.5,39.0,4.0,1.0,Retained,High,Medium MRR,Medium
A-151c9a,Company_260,FinTech,US,2023-01-27,ads,Enterprise,23,False,False,Pro,52,2548,30576,monthly,False,False,2024-06-26,366,10.764705882352942,120907,3556.0882352941176,14,34,28,1,2.0,31.0,156.5,3.5,0.0,Retained,Low,High MRR,Medium
A-474ad4,Company_261,EdTech,US,2023-11-28,organic,Basic,8,False,False,Enterprise,24,4776,57312,annual,False,False,2024-12-29,605,9.453125,183355,2864.921875,45,64,34,6,3.0,33.0,50.666666666666664,5.0,1.0,Retained,High,High MRR,Small
A-4ef964,Company_262,HealthTech,US,2024-03-07,organic,Pro,17,False,False,Pro,28,1372,16464,monthly,True,False,2024-11-15,487,9.938775510204081,150663,3074.7551020408164,33,49,31,6,3.0,42.666666666666664,86.33333333333333,4.0,0.0,Retained,Medium,Medium MRR,Medium
A-fd9422,Company_263,Cybersecurity,US,2024-04-04,organic,Pro,58,False,False,Pro,58,2842,34104,annual,True,False,2024-12-20,456,10.363636363636363,143313,3257.1136363636365,21,44,27,5,6.0,44.333333333333336,116.83333333333333,3.5,1.0,Retained,Medium,High MRR,Large
A-0baac2,Company_264,FinTech,DE,2024-05-30,organic,Enterprise,14,False,True,Enterprise,14,2786,33432,annual,True,False,2024-12-11,202,9.619047619047619,73161,3483.8571428571427,9,21,19,0,6.0,43.5,89.0,4.333333333333333,0.0,Churned,Low,High MRR,Medium
A-bb1486,Company_265,HealthTech,US,2024-11-05,organic,Basic,41,False,False,Pro,67,3283,39396,annual,True,False,2024-12-25,405,9.642857142857142,118945,2832.0238095238096,36,42,24,5,3.0,11.0,78.0,3.0,0.0,Retained,Low,High MRR,Large
A-560d27,Company_266,DevTools,US,2024-05-05,organic,Pro,23,False,False,Basic,29,0,0,annual,True,False,2024-12-17,587,9.94915254237288,185616,3146.0338983050847,38,59,27,6,4.0,30.75,59.75,3.6666666666666665,0.0,Retained,High,Low MRR,Medium
A-0b0d6d,Company_267,DevTools,US,2024-12-30,organic,Pro,3,False,False,Pro,18,882,10584,monthly,True,False,2024-12-31,582,9.387096774193548,162411,2619.532258064516,48,62,32,9,5.0,31.4,90.4,4.0,1.0,Retained,High,Medium MRR,Small
A-2789e3,Company_268,FinTech,US,2024-09-14,partner,Enterprise,11,False,False,Pro,11,0,0,monthly,True,False,2024-12-14,680,10.461538461538462,205877,3167.3384615384616,45,65,33,6,4.0,47.25,83.25,4.0,0.0,Retained,High,Low MRR,Medium
A-b07346,Company_269,HealthTech,US,2024-10-10,partner,Pro,51,False,True,Enterprise,51,0,0,annual,True,False,2024-12-28,326,9.878787878787879,106943,3240.6969696969695,22,33,23,4,3.0,42.333333333333336,76.66666666666667,3.5,0.0,Churned,Low,Low MRR,Large
A-902ef7,Company_270,HealthTech,US,2024-09-03,other,Enterprise,83,False,True,Basic,83,1577,18924,annual,True,False,2024-12-25,414,10.35,145878,3646.95,24,40,31,5,2.0,48.5,85.0,4.0,0.0,Churned,Low,Medium MRR,Large
A-20736a,Company_271,EdTech,IN,2024-03-16,organic,Enterprise,50,False,False,Enterprise,50,9950,119400,annual,True,False,2024-11-23,430,10.238095238095237,108408,2581.1428571428573,22,42,22,5,4.0,42.25,78.25,3.75,0.0,Retained,Medium,High MRR,Large
A-e4bf56,Company_272,HealthTech,IN,2024-10-28,ads,Pro,17,False,True,Enterprise,22,4378,52536,monthly,True,False,2024-12-25,339,10.272727272727273,115488,3499.6363636363635,10,33,25,1,8.0,29.125,111.5,3.6666666666666665,0.0,Churned,Low,High MRR,Medium
A-cea1f0,Company_273,FinTech,US,2024-04-07,event,Pro,8,False,True,Enterprise,8,1592,19104,annual,False,False,2024-12-27,586,10.464285714285714,161188,2878.3571428571427,28,56,28,9,5.0,42.2,107.4,4.333333333333333,0.0,Churned,High,Medium MRR,Small
A-ef84cf,Company_274,EdTech,US,2024-03-01,partner,Enterprise,8,False,False,Basic,8,152,1824,monthly,True,False,2024-08-08,309,11.035714285714286,100420,3586.4285714285716,11,28,21,3,5.0,34.8,79.4,4.333333333333333,1.0,Retained,Low,Low MRR,Small
A-d49cc5,Company_275,Cybersecurity,FR,2023-09-19,event,Basic,50,False,False,Basic,50,950,11400,monthly,True,False,2024-12-10,436,10.634146341463415,142933,3486.170731707317,34,41,27,5,4.0,32.0,55.25,4.5,0.0,Retained,Medium,Medium MRR,Large
A-67be94,Company_276,EdTech,US,2023-04-04,organic,Enterprise,26,False,False,Pro,26,1274,15288,monthly,True,False,2024-12-18,416,9.904761904761905,127197,3028.5,17,42,26,3,5.0,38.6,51.0,4.0,0.0,Retained,Low,Medium MRR,Large
A-4e960a,Company_277,FinTech,US,2024-01-17,other,Enterprise,12,True,True,Basic,12,228,2736,monthly,True,False,2024-12-08,512,10.448979591836734,153943,3141.6938775510203,21,49,29,5,6.0,29.166666666666668,83.16666666666667,4.0,0.0,Churned,Medium,Low MRR,Medium
A-c37cab,Company_278,Cybersecurity,UK,2024-07-29,event,Pro,13,False,False,Basic,23,437,5244,annual,True,False,2024-12-17,708,10.114285714285714,203309,2904.4142857142856,40,70,32,14,4.0,33.0,101.25,3.75,1.0,Retained,High,Low MRR,Medium
A-533452,Company_279,DevTools,AU,2024-11-12,organic,Pro,9,False,False,Basic,52,988,11856,annual,False,False,2024-12-25,595,9.444444444444445,172726,2741.6825396825398,44,63,32,10,4.0,32.75,35.5,4.0,0.0,Retained,High,Medium MRR,Small
A-443b7c,Company_280,Cybersecurity,US,2024-09-06,other,Enterprise,1,False,True,Basic,8,152,1824,annual,True,False,2024-12-29,618,9.80952380952381,195039,3095.8571428571427,29,63,28,8,8.0,29.25,49.0,4.4,0.0,Churned,High,Low MRR,Small
A-1f7acb,Company_281,FinTech,UK,2023-08-06,ads,Basic,64,True,False,Enterprise,64,12736,152832,annual,True,False,2024-09-22,510,9.622641509433961,164068,3095.622641509434,47,53,26,7,7.0,41.714285714285715,129.57142857142858,4.4,0.0,Retained,Medium,High MRR,Large
A-f51f16,Company_282,HealthTech,US,2023-12-25,partner,Enterprise,1,False,False,Basic,2,38,456,annual,True,False,2024-08-27,384,10.378378378378379,146093,3948.4594594594596,28,37,25,3,4.0,29.25,91.0,3.0,0.0,Retained,Low,Low MRR,Small
A-5a3eb9,Company_283,DevTools,CA,2023-08-20,other,Enterprise,18,True,False,Pro,18,882,10584,annual,True,True,2024-12-10,722,10.46376811594203,216880,3143.1884057971015,34,69,34,7,3.0,24.0,83.0,,0.0,Retained,High,Medium MRR,Medium
A-5f2961,Company_284,HealthTech,US,2024-11-22,partner,Basic,4,False,False,Basic,16,304,3648,annual,True,False,2024-12-23,348,9.666666666666666,103023,2861.75,19,36,22,2,1.0,53.0,19.0,,0.0,Retained,Low,Low MRR,Small
A-417d2f,Company_285,Cybersecurity,IN,2023-07-04,partner,Pro,4,True,False,Pro,33,1617,19404,monthly,True,False,2024-12-28,722,10.169014084507042,206401,2907.056338028169,31,71,37,8,6.0,43.5,80.5,4.333333333333333,0.0,Retained,High,Medium MRR,Small
A-e98302,Company_286,EdTech,US,2023-12-26,ads,Enterprise,16,True,False,Pro,58,2842,34104,annual,True,True,2024-12-23,273,9.1,88751,2958.366666666667,18,30,21,3,9.0,44.44444444444444,99.44444444444444,4.142857142857143,0.0,Retained,Low,High MRR,Medium
A-8bde0c,Company_287,DevTools,US,2024-11-04,organic,Basic,12,False,False,Enterprise,12,2388,28656,monthly,True,False,2024-12-28,773,9.6625,240908,3011.35,43,80,34,6,3.0,25.666666666666668,86.33333333333333,4.0,0.0,Retained,High,High MRR,Medium
A-bcf87c,Company_288,FinTech,US,2024-06-27,event,Pro,10,False,True,Enterprise,17,3383,40596,monthly,True,False,2024-12-13,503,9.314814814814815,147590,2733.1481481481483,19,54,26,7,2.0,63.0,49.5,4.0,0.0,Churned,Medium,High MRR,Small
A-54ecc2,Company_289,Cybersecurity,US,2023-06-11,partner,Enterprise,4,False,False,Enterprise,28,5572,66864,monthly,True,False,2024-10-30,607,10.839285714285714,183498,3276.75,39,56,28,6,5.0,37.4,72.0,5.0,0.0,Retained,High,High MRR,Small
A-625d0b,Company_290,EdTech,AU,2024-09-02,ads,Basic,9,False,False,Enterprise,9,1791,21492,annual,True,False,2024-12-29,529,9.796296296296296,141489,2620.1666666666665,38,54,32,6,5.0,48.4,72.4,3.0,0.0,Retained,Medium,Medium MRR,Small
A-fce879,Company_291,EdTech,UK,2024-09-24,partner,Pro,10,True,True,Basic,21,399,4788,annual,True,False,2024-12-13,299,11.074074074074074,98740,3657.037037037037,14,27,25,1,2.0,28.0,61.5,4.0,0.0,Churned,Low,Low MRR,Small
A-b07b56,Company_292,DevTools,US,2024-11-08,event,Pro,25,False,True,Basic,25,0,0,annual,True,False,2024-12-21,633,9.890625,185462,2897.84375,39,64,32,9,4.0,31.25,93.75,3.0,0.0,Churned,High,Low MRR,Medium
A-6da850,Company_293,FinTech,IN,2023-10-07,organic,Pro,5,False,False,Basic,6,114,1368,annual,True,True,2024-12-31,714,10.2,186370,2662.4285714285716,54,70,30,8,5.0,49.0,76.4,4.0,0.0,Retained,High,Low MRR,Small
A-342303,Company_294,EdTech,US,2024-03-16,other,Pro,1,True,False,Enterprise,10,0,0,annual,True,False,2024-11-30,141,9.4,23149,1543.2666666666667,5,15,12,1,3.0,29.333333333333332,71.33333333333333,4.5,0.0,Retained,Low,Low MRR,Small
A-e7a1e2,Company_295,Cybersecurity,US,2024-06-23,event,Enterprise,3,False,False,Enterprise,44,8756,105072,annual,True,False,2024-12-29,703,10.338235294117647,220928,3248.9411764705883,36,68,36,3,1.0,45.0,37.0,4.0,0.0,Retained,High,High MRR,Small
A-f1f639,Company_296,EdTech,US,2023-02-26,ads,Basic,2,False,False,Enterprise,9,1791,21492,monthly,True,False,2024-09-19,139,9.928571428571429,43097,3078.3571428571427,10,14,12,4,7.0,20.0,67.57142857142857,4.8,0.0,Retained,Low,Medium MRR,Small
A-a865bd,Company_297,Cybersecurity,US,2023-09-19,organic,Pro,38,False,False,Pro,56,2744,32928,monthly,False,False,2024-09-19,230,9.583333333333334,60120,2505.0,13,24,19,3,2.0,31.5,21.5,3.0,0.0,Retained,Low,High MRR,Large
A-4e631b,Company_298,FinTech,US,2024-03-16,other,Enterprise,22,False,False,Basic,22,418,5016,annual,True,False,2024-12-10,502,10.244897959183673,154668,3156.4897959183672,29,49,32,4,2.0,24.5,52.0,4.0,0.0,Retained,Medium,Low MRR,Medium
A-7f6b86,Company_299,HealthTech,US,2023-08-24,partner,Basic,45,True,True,Basic,45,855,10260,annual,True,False,2024-12-06,420,10.24390243902439,144249,3518.268292682927,14,41,27,3,7.0,40.42857142857143,96.57142857142857,3.6666666666666665,0.0,Churned,Medium,Medium MRR,Large
A-8adedc,Company_300,EdTech,US,2024-02-11,event,Basic,4,True,True,Pro,68,3332,39984,annual,True,False,2024-09-07,583,9.557377049180328,165997,2721.2622950819673,33,61,32,5,4.0,49.25,56.75,4.0,0.0,Churned,High,High MRR,Small
A-2edab2,Company_301,HealthTech,US,2023-11-17,event,Enterprise,17,False,False,Pro,17,833,9996,monthly,True,False,2024-12-15,487,10.361702127659575,160804,3421.3617021276596,26,47,28,5,4.0,30.0,102.25,3.0,0.0,Retained,Medium,Medium MRR,Medium
A-149a69,Company_302,DevTools,US,2024-10-17,event,Basic,34,False,False,Basic,34,646,7752,monthly,True,False,2024-12-19,208,11.555555555555555,59894,3327.4444444444443,9,18,18,1,8.0,33.875,120.875,4.2,0.0,Retained,Low,Medium MRR,Large
A-a6d261,Company_303,FinTech,CA,2023-11-29,other,Pro,9,False,False,Basic,13,247,2964,annual,True,False,2024-11-19,627,9.952380952380953,189235,3003.7301587301586,29,63,36,6,4.0,40.0,63.25,4.666666666666667,1.0,Retained,High,Low MRR,Small
A-443f6f,Company_304,Cybersecurity,US,2024-12-07,organic,Basic,19,False,False,Pro,19,931,11172,monthly,True,False,2024-12-26,527,9.410714285714286,158149,2824.089285714286,28,56,31,4,4.0,28.0,122.25,4.666666666666667,0.0,Retained,Medium,Medium MRR,Medium
